42.5348 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
42.5367 	INFO 	Loaded monitor calibration from ['2024_08_09 11:23']
42.8652 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x12d0fabf0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x12d0fac50>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x12d0fb1c0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x12d0a6fe0>, multiSample=False, name='window1', numSamples=2, pos=[520.0, 300.0], screen=0, size=array([1600, 1200]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
42.8653 	EXP 	window1: backgroundImage = ''
42.8653 	EXP 	window1: backgroundFit = 'none'
42.8656 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12d0faad0>
42.8658 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12d0faad0>
42.8695 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12d0faad0>
42.8705 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12d0faad0>
42.8804 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.8816 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.8826 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.8839 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.8853 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.8860 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.8870 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.8884 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.8888 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.8894 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.8904 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.8913 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.8923 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.8932 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.8941 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.8952 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.8962 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.8967 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.8976 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.9003 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.9010 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.9016 	DEBUG 	Uploading Texture Font fontname to graphics card
42.9044 	DEBUG 	Upload of Texture Font fontname complete
42.9064 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12d0faad0>
42.9066 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12d0faad0>
42.9075 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12d0faad0>
42.9085 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12d0faad0>
42.9145 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.9159 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.9173 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.9176 	DEBUG 	Uploading Texture Font fontname to graphics card
42.9188 	DEBUG 	Upload of Texture Font fontname complete
42.9213 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
42.9213 	EXP 	window1: recordFrameIntervals = False
43.1675 	EXP 	window1: recordFrameIntervals = True
43.4772 	WARNING 	t of last frame was 31.35ms (=1/31)
43.5279 	WARNING 	t of last frame was 27.54ms (=1/36)
44.3772 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

44.3775 	EXP 	window1: mouseVisible = True
44.3784 	EXP 	window1: mouseVisible = True
44.3787 	EXP 	window1: mouseVisible = True
44.3803 	EXP 	window1: mouseVisible = True
44.3817 	EXP 	window1: mouseVisible = True
44.3903 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.3912 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.3927 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.3946 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.3964 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.3981 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.3990 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4006 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4024 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4040 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4046 	DEBUG 	Uploading Texture Font fontname to graphics card
44.4109 	DEBUG 	Upload of Texture Font fontname complete
44.4133 	EXP 	window1: mouseVisible = True
44.4135 	EXP 	window1: mouseVisible = True
44.4145 	EXP 	window1: mouseVisible = True
44.4154 	EXP 	window1: mouseVisible = True
44.4457 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
50.8126 	INFO 	keyboard.Keyboard is using iohub backend.
50.8126 	INFO 	keyboard.Keyboard is using iohub backend.
50.9727 	EXP 	intentional binding: status = STARTED
50.9732 	EXP 	window1: mouseVisible = True
50.9805 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
50.9807 	EXP 	window1: mouseVisible = True
50.9843 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([ 1.    ,  0.2549, -0.0431]), fillColorSpace='rgb', fillRGB=array([ 1.    ,  0.2549, -0.0431]), interpolate=True, lineColor=array([ 1.    ,  0.2549, -0.0431]), lineColorSpace='rgb', lineRGB=array([ 1.    ,  0.2549, -0.0431]), lineWidth=1.0, name='polygon_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
51.0603 	EXP 	Sound sound_1 set volume 1.000
51.0610 	EXP 	window1: mouseVisible = True
51.1675 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
51.1684 	EXP 	window1: mouseVisible = True
51.1688 	EXP 	window1: mouseVisible = True
51.1705 	EXP 	window1: mouseVisible = True
51.1725 	EXP 	window1: mouseVisible = True
51.1852 	EXP 	window1: mouseVisible = True
51.1856 	EXP 	window1: mouseVisible = True
51.1873 	EXP 	window1: mouseVisible = True
51.1891 	EXP 	window1: mouseVisible = True
51.2004 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2040 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2079 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2110 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2127 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2142 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2162 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2192 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2219 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2237 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2248 	DEBUG 	Uploading Texture Font fontname to graphics card
51.2319 	DEBUG 	Upload of Texture Font fontname complete
51.2353 	EXP 	window1: mouseVisible = True
51.2356 	EXP 	window1: mouseVisible = True
51.2371 	EXP 	window1: mouseVisible = True
51.2386 	EXP 	window1: mouseVisible = True
51.2488 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2511 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2540 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2572 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2592 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2609 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2614 	DEBUG 	Uploading Texture Font fontname to graphics card
51.2665 	DEBUG 	Upload of Texture Font fontname complete
51.2688 	EXP 	window1: mouseVisible = True
51.2690 	EXP 	window1: mouseVisible = True
51.2702 	EXP 	window1: mouseVisible = True
51.2710 	EXP 	window1: mouseVisible = True
51.2772 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2791 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2810 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2823 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2828 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2834 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2852 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2864 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2871 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
51.2878 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
