41.8312 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
41.8331 	INFO 	Loaded monitor calibration from ['2024_08_09 11:23']
42.1718 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x12a941780>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x12a941720>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x12a941570>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x12a777f70>, multiSample=False, name='window1', numSamples=2, pos=[520.0, 300.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
42.1719 	EXP 	window1: backgroundImage = ''
42.1720 	EXP 	window1: backgroundFit = 'none'
42.1724 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12a9418a0>
42.1728 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12a9418a0>
42.1800 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12a9418a0>
42.1815 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12a9418a0>
42.2176 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2191 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2205 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2222 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2238 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2245 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2258 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2275 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2280 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2287 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2300 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2312 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2322 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2334 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2344 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2356 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2368 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2374 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2381 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2396 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
42.2403 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
